zinc_id,smiles,ortholog_name,gene_name,affinity,chembldocid,title,reference.pubmed_id,reference.doi,reference.chembl_id,reference.journal,reference.year,pKi_numeric
ZINC000028889285,O=S(=O)(c1ccc(/C=C/c2ccc(F)cc2)nc1)c1cccc(F)c1,5HT2A_HUMAN,HTR2A,8.02,37466,,17314044.0,,CHEMBL1139157,Bioorg. Med. Chem. Lett.,2007.0,8.02
ZINC000064539398,O=C1NCc2ccc(OCCCCN3CCN(c4cccc5cc(F)ccc45)CC3)cc21,5HT2A_HUMAN,HTR2A,8.02,53091,,20801650.0,,CHEMBL1255556,Bioorg. Med. Chem. Lett.,2010.0,8.02
ZINC000114599223,O=S(=O)(NCCCCN1CCC(c2noc3cc(F)ccc23)CC1)c1cccs1,5HT2A_HUMAN,HTR2A,8.02,83796,,24805037.0,,CHEMBL3286108,J. Med. Chem.,2014.0,8.02
ZINC000114601352,O=S(=O)(NCCCCN1CCC(c2noc3cc(F)ccc23)CC1)c1cnc2ccccn12,5HT2A_HUMAN,HTR2A,8.02,83796,,24805037.0,,CHEMBL3286108,J. Med. Chem.,2014.0,8.02
ZINC000114602035,O=S(=O)(NCCCN1CCN(c2nsc3ccccc23)CC1)c1ccc(OC(F)(F)F)cc1,5HT2A_HUMAN,HTR2A,8.02,83796,,24805037.0,,CHEMBL3286108,J. Med. Chem.,2014.0,8.02
ZINC000028128684,CCN1CCN(c2cc(-c3ccc(F)cc3)c3c(n2)CC[C@H](O)CCC3)CC1,5HT2A_HUMAN,HTR2A,8.01,20773,,15686911.0,,CHEMBL1141892,Bioorg. Med. Chem. Lett.,2005.0,8.01
ZINC000072106486,Cc1nc(C(=O)NC[C@H](O)CN2CCN(c3cccc(Cl)c3Cl)CC2)c(C)n1-c1ccc2c(c1)OCCO2,5HT2A_HUMAN,HTR2A,8.01,58879,,21823597.0,,CHEMBL1821711,J. Med. Chem.,2011.0,8.01
ZINC000072106487,Cc1nc(C(=O)NC[C@@H](O)CN2CCN(c3cccc(Cl)c3Cl)CC2)c(C)n1-c1ccc2c(c1)OCCO2,5HT2A_HUMAN,HTR2A,8.01,58879,,21823597.0,,CHEMBL1821711,J. Med. Chem.,2011.0,8.01
ZINC000001491494,Clc1c(Br)ccc2c1CCNCC2,5HT2A_HUMAN,HTR2A,8.0,39202,,18083579.0,,CHEMBL1144676,Bioorg. Med. Chem.,2008.0,8.0
ZINC000002018608,c1ccc2c3c([nH]c2c1)CCNCC3,5HT2A_HUMAN,HTR2A,8.0,5635,,12824036.0,,CHEMBL1136110,Bioorg. Med. Chem. Lett.,2003.0,8.0
ZINC000013536451,COc1cc(C[C@@H](C)N)c(OC)cc1CCCc1ccccc1,5HT2A_HUMAN,HTR2A,8.0,44722,,18847250.0,,CHEMBL1142528,J. Med. Chem.,2008.0,8.0
ZINC000036270454,O=S(=O)(c1ccccc1F)N1CCC(CCc2ccc(F)cc2F)CC1,5HT2A_HUMAN,HTR2A,8.0,31249,,16632354.0,,CHEMBL1148517,Bioorg. Med. Chem. Lett.,2006.0,8.0
ZINC000038219545,O=C1N[C@H]2CNC[C@@H]2c2cccc(C(F)(F)F)c21,5HT2A_HUMAN,HTR2A,8.0,72339,,23177783.0,,CHEMBL2331262,Bioorg. Med. Chem. Lett.,2013.0,8.0
ZINC000040409372,O=C1c2ccccc2CCCN1CCCCN1CCN(c2cccc(Cl)c2Cl)CC1,5HT2A_HUMAN,HTR2A,8.0,46386,,19217777.0,,CHEMBL1153914,Bioorg. Med. Chem. Lett.,2009.0,8.0
ZINC000049033758,Cc1cccc(N2CCN(CCCCNC(=O)c3cc(-c4ccccc4)[nH]c3C)CC2)c1C,5HT2A_HUMAN,HTR2A,8.0,50497,,20149649.0,,CHEMBL1154983,Bioorg. Med. Chem. Lett.,2010.0,8.0
ZINC000053683151,CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]c(Br)c(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12,5HT2A_HUMAN,HTR2A,8.0,59306,DrugMatrix in vitro pharmacology data,,,CHEMBL1909046,,,8.0
ZINC000064540109,O=C1NCc2ccc(OCCCCN3CCN(c4cccc5c4CCC5)CC3)cc21,5HT2A_HUMAN,HTR2A,8.0,53091,,20801650.0,,CHEMBL1255556,Bioorg. Med. Chem. Lett.,2010.0,8.0
ZINC000064540137,O=C1NCc2cc(F)c(OCCCCN3CCN(c4cccc5ccc(F)cc45)CC3)cc21,5HT2A_HUMAN,HTR2A,8.0,53091,,20801650.0,,CHEMBL1255556,Bioorg. Med. Chem. Lett.,2010.0,8.0
ZINC000095564934,CC(C)n1nc(C(=O)NCC2CCN(CCc3ccc(O)cc3)CC2)c2ccccc21,5HT2A_HUMAN,HTR2A,8.0,66633,,23043420.0,,CHEMBL2176961,J. Med. Chem.,2012.0,8.0
ZINC000114599371,O=S(=O)(NCCCN1CCN(c2nsc3ccccc23)CC1)c1ccc2ccccc2c1,5HT2A_HUMAN,HTR2A,8.0,83796,,24805037.0,,CHEMBL3286108,J. Med. Chem.,2014.0,8.0
ZINC000114601448,O=S(=O)(NCCCCN1CCN(c2noc3ccccc23)CC1)c1ccc(Cl)c(Cl)c1,5HT2A_HUMAN,HTR2A,8.0,83796,,24805037.0,,CHEMBL3286108,J. Med. Chem.,2014.0,8.0
ZINC000169322307,Cc1noc2c1C(=O)C[C@@H](CN1CCC(c3c[nH]c4cc(F)ccc34)CC1)C2,5HT2A_HUMAN,HTR2A,8.0,81840,,,10.1039/C1MD00202C,CHEMBL3217716,MedChemComm,2011.0,8.0
ZINC000169322309,Cc1noc2c1C(=O)C[C@H](CN1CCC(c3c[nH]c4cc(F)ccc34)CC1)C2,5HT2A_HUMAN,HTR2A,8.0,81840,,,10.1039/C1MD00202C,CHEMBL3217716,MedChemComm,2011.0,8.0
ZINC000299824466,Cc1cccc(CNc2cc3c(cc2O)[C@@H](c2ccccc2)CN(C)CC3)c1,5HT2A_HUMAN,HTR2A,8.0,90633,,25076379.0,,CHEMBL3351966,Eur. J. Med. Chem.,2014.0,8.0
ZINC000299824472,Cc1cccc(CNc2cc3c(cc2O)[C@H](c2ccccc2)CN(C)CC3)c1,5HT2A_HUMAN,HTR2A,8.0,90633,,25076379.0,,CHEMBL3351966,Eur. J. Med. Chem.,2014.0,8.0
ZINC000013782230,N[C@@H]1C[C@@H]1c1c[nH]c2ccc(F)cc12,5HT2A_HUMAN,HTR2A,7.99,14744,,9836617.0,,CHEMBL1131336,J. Med. Chem.,1998.0,7.99
ZINC000013782231,N[C@H]1C[C@@H]1c1c[nH]c2ccc(F)cc12,5HT2A_HUMAN,HTR2A,7.99,14744,,9836617.0,,CHEMBL1131336,J. Med. Chem.,1998.0,7.99
ZINC000013782232,N[C@@H]1C[C@H]1c1c[nH]c2ccc(F)cc12,5HT2A_HUMAN,HTR2A,7.99,14744,,9836617.0,,CHEMBL1131336,J. Med. Chem.,1998.0,7.99
ZINC000013782233,N[C@H]1C[C@H]1c1c[nH]c2ccc(F)cc12,5HT2A_HUMAN,HTR2A,7.99,14744,,9836617.0,,CHEMBL1131336,J. Med. Chem.,1998.0,7.99
ZINC000013862738,F[C@@H]1CCNC[C@H]1c1c(-c2ccccc2)[nH]c2ccc(Cl)cc12,5HT2A_HUMAN,HTR2A,7.99,15949,,11334570.0,,CHEMBL1134475,J. Med. Chem.,2001.0,7.99
ZINC000072104740,COc1ccccc1-n1c(C)nc(C(=O)NCCCN2CCN(c3cccc(Cl)c3Cl)CC2)c1C,5HT2A_HUMAN,HTR2A,7.99,58879,,21823597.0,,CHEMBL1821711,J. Med. Chem.,2011.0,7.99
ZINC000299836061,CN1CCc2cc(NCc3cccc(Cl)c3)c(O)cc2[C@H](c2ccccc2)C1,5HT2A_HUMAN,HTR2A,7.99,90633,,25076379.0,,CHEMBL3351966,Eur. J. Med. Chem.,2014.0,7.99
ZINC000013437056,Cc1ccc2c(c1)Cc1ccccc1N1O[C@H](CN(C)C)C[C@@H]21,5HT2A_HUMAN,HTR2A,7.98,5105,,11755365.0,,CHEMBL1135381,Bioorg. Med. Chem. Lett.,2002.0,7.98
ZINC000013437059,Cc1ccc2c(c1)Cc1ccccc1N1O[C@@H](CN(C)C)C[C@@H]21,5HT2A_HUMAN,HTR2A,7.98,5105,,11755365.0,,CHEMBL1135381,Bioorg. Med. Chem. Lett.,2002.0,7.98
ZINC000013437062,Cc1ccc2c(c1)Cc1ccccc1N1O[C@H](CN(C)C)C[C@H]21,5HT2A_HUMAN,HTR2A,7.98,5105,,11755365.0,,CHEMBL1135381,Bioorg. Med. Chem. Lett.,2002.0,7.98
ZINC000013437065,Cc1ccc2c(c1)Cc1ccccc1N1O[C@@H](CN(C)C)C[C@H]21,5HT2A_HUMAN,HTR2A,7.98,5105,,11755365.0,,CHEMBL1135381,Bioorg. Med. Chem. Lett.,2002.0,7.98
ZINC000013488012,Nc1ccccc1C(=O)CCCN1CC[C@@H]2[C@H](C1)c1cccc3c1N2CCCS3,5HT2A_HUMAN,HTR2A,7.98,6119,,12639577.0,,CHEMBL1144968,Bioorg. Med. Chem. Lett.,2003.0,7.98
ZINC000013862748,COC(=O)c1[nH]c2cc(F)ccc2c1[C@@H]1CNCC[C@H]1F,5HT2A_HUMAN,HTR2A,7.98,15949,,11334570.0,,CHEMBL1134475,J. Med. Chem.,2001.0,7.98
ZINC000028370740,c1ccc2c(N3CCN(CCc4ccc5[nH]nnc5c4)CC3)cccc2c1,5HT2A_HUMAN,HTR2A,7.98,71409,,,10.1007/s00044-012-0055-5,CHEMBL3046886,Med Chem Res,2013.0,7.98
ZINC000071316145,O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4F)CC3)nc2N1,5HT2A_HUMAN,HTR2A,7.98,57508,,21353774.0,,CHEMBL1773056,Bioorg. Med. Chem. Lett.,2011.0,7.98
ZINC000003965841,CN(C)C[C@H]1C[C@@H]2c3cc(F)ccc3Cc3ccc(F)cc3N2O1,5HT2A_HUMAN,HTR2A,7.97,5105,,11755365.0,,CHEMBL1135381,Bioorg. Med. Chem. Lett.,2002.0,7.97
ZINC000004631553,CN(C)C[C@@H]1C[C@H]2c3cc(F)ccc3Cc3ccc(F)cc3N2O1,5HT2A_HUMAN,HTR2A,7.97,5105,,11755365.0,,CHEMBL1135381,Bioorg. Med. Chem. Lett.,2002.0,7.97
ZINC000013437210,CN(C)C[C@H]1C[C@H]2c3cc(F)ccc3Cc3ccc(F)cc3N2O1,5HT2A_HUMAN,HTR2A,7.97,5105,,11755365.0,,CHEMBL1135381,Bioorg. Med. Chem. Lett.,2002.0,7.97
ZINC000013437214,CN(C)C[C@@H]1C[C@@H]2c3cc(F)ccc3Cc3ccc(F)cc3N2O1,5HT2A_HUMAN,HTR2A,7.97,5105,,11755365.0,,CHEMBL1135381,Bioorg. Med. Chem. Lett.,2002.0,7.97
ZINC000000001148,CN(C)CC/C=C1/c2ccccc2COc2ccccc21,5HT2A_HUMAN,HTR2A,7.96,59306,DrugMatrix in vitro pharmacology data,,,CHEMBL1909046,,,7.96
ZINC000004175569,Oc1nc2ccccc2n1CCCN1CCC(n2c(O)nc3cc(Cl)ccc32)CC1,5HT2A_HUMAN,HTR2A,7.96,59306,DrugMatrix in vitro pharmacology data,,,CHEMBL1909046,,,7.96
ZINC000013488006,CCNC(=O)Nc1cc(F)ccc1C(=O)CCCN1CC[C@H]2[C@@H](C1)c1cccc3c1N2CCCS3,5HT2A_HUMAN,HTR2A,7.96,6119,,12639577.0,,CHEMBL1144968,Bioorg. Med. Chem. Lett.,2003.0,7.96
ZINC000029124689,CCc1nn(C[C@H](C)N)c2c1ccc1occc12,5HT2A_HUMAN,HTR2A,7.96,39082,,18035544.0,,CHEMBL1143993,Bioorg. Med. Chem.,2008.0,7.96
ZINC000029124786,C[C@H](N)Cn1ncc2cc(Cl)c(Cl)cc21,5HT2A_HUMAN,HTR2A,7.96,39082,,18035544.0,,CHEMBL1143993,Bioorg. Med. Chem.,2008.0,7.96
ZINC000029126503,CC[C@@H](C)c1nc2c(c(-c3ccc(F)cc3)n1)CNCC2,5HT2A_HUMAN,HTR2A,7.96,38413,,18282705.0,,CHEMBL1141597,Bioorg. Med. Chem. Lett.,2008.0,7.96
ZINC000029126504,CC[C@H](C)c1nc2c(c(-c3ccc(F)cc3)n1)CNCC2,5HT2A_HUMAN,HTR2A,7.96,38413,,18282705.0,,CHEMBL1141597,Bioorg. Med. Chem. Lett.,2008.0,7.96
ZINC000029126506,Fc1ccc(-c2nc(C3CCC3)nc3c2CNCC3)cc1,5HT2A_HUMAN,HTR2A,7.96,38413,,18282705.0,,CHEMBL1141597,Bioorg. Med. Chem. Lett.,2008.0,7.96
ZINC000029126728,COc1ccc(-c2nc(C3CCCC3)nc3c2CCNCC3)cc1,5HT2A_HUMAN,HTR2A,7.96,38413,,18282705.0,,CHEMBL1141597,Bioorg. Med. Chem. Lett.,2008.0,7.96
ZINC000038928649,NCCn1cc(S(=O)(=O)c2cccc(Cl)c2)c2cccnc21,5HT2A_HUMAN,HTR2A,7.96,48756,,19523834.0,,CHEMBL1155250,Bioorg. Med. Chem.,2009.0,7.96
ZINC000058568605,Cc1cc(C(=O)N2CCN(CC(=O)c3ccc(F)cc3)CC2)nn1-c1ccccc1,5HT2A_HUMAN,HTR2A,7.96,52268,,20684606.0,,CHEMBL1212923,J. Med. Chem.,2010.0,7.96
ZINC000101074651,CC(C)(C)NC1=NCCNC(c2ccc(F)cc2F)=C1,5HT2A_HUMAN,HTR2A,7.96,34921,,16971119.0,,CHEMBL1139732,Bioorg. Med. Chem. Lett.,2006.0,7.96
ZINC000101099158,Cc1ccc(C2=CC(NC(C)(C)C)=NCCN2)cc1,5HT2A_HUMAN,HTR2A,7.96,34921,,16971119.0,,CHEMBL1139732,Bioorg. Med. Chem. Lett.,2006.0,7.96
ZINC000103232395,O=[N+]([O-])c1ccc2c(c1)[C@H](O)[C@H](CCN1CCC(c3noc4cc(F)ccc34)CC1)CC2,5HT2A_HUMAN,HTR2A,7.96,76481,,24316025.0,,CHEMBL3102756,Eur. J. Med. Chem.,2014.0,7.96
ZINC000103232397,O=[N+]([O-])c1ccc2c(c1)[C@@H](O)[C@H](CCN1CCC(c3noc4cc(F)ccc34)CC1)CC2,5HT2A_HUMAN,HTR2A,7.96,76481,,24316025.0,,CHEMBL3102756,Eur. J. Med. Chem.,2014.0,7.96
ZINC000103232400,O=[N+]([O-])c1ccc2c(c1)[C@H](O)[C@@H](CCN1CCC(c3noc4cc(F)ccc34)CC1)CC2,5HT2A_HUMAN,HTR2A,7.96,76481,,24316025.0,,CHEMBL3102756,Eur. J. Med. Chem.,2014.0,7.96
ZINC000103232403,O=[N+]([O-])c1ccc2c(c1)[C@@H](O)[C@@H](CCN1CCC(c3noc4cc(F)ccc34)CC1)CC2,5HT2A_HUMAN,HTR2A,7.96,76481,,24316025.0,,CHEMBL3102756,Eur. J. Med. Chem.,2014.0,7.96
ZINC000114599775,O=S(=O)(NCCCN1CCN(c2nsc3ccccc23)CC1)c1cc2ccccc2s1,5HT2A_HUMAN,HTR2A,7.96,83796,,24805037.0,,CHEMBL3286108,J. Med. Chem.,2014.0,7.96
ZINC000299818688,O=C(NCCCCN1CCN(c2cccc(F)c2)CC1)c1cc2ccccc2cn1,5HT2A_HUMAN,HTR2A,7.96,89651,,25343529.0,,CHEMBL3351528,J. Med. Chem.,2014.0,7.96
ZINC000043194092,O=C1NCc2ccc(OCCCN3CCN(c4cccc5cccc(F)c45)CC3)cc21,5HT2A_HUMAN,HTR2A,7.95,53091,,20801650.0,,CHEMBL1255556,Bioorg. Med. Chem. Lett.,2010.0,7.95
ZINC000064540938,O=C1NCc2ccc(OCCCCN3CCN(c4cccc5c4CCOC5)CC3)cc21,5HT2A_HUMAN,HTR2A,7.95,53091,,20801650.0,,CHEMBL1255556,Bioorg. Med. Chem. Lett.,2010.0,7.95
ZINC000064541035,O=C1NCc2ccc(OCCCN3CCN(c4cccc5c4COCC5)CC3)cc21,5HT2A_HUMAN,HTR2A,7.95,53091,,20801650.0,,CHEMBL1255556,Bioorg. Med. Chem. Lett.,2010.0,7.95
ZINC000022941203,COc1ccc(Cc2c(N)nc(SCCN3CCN(Cc4ccccc4C)CC3)nc2N)cc1,5HT2A_HUMAN,HTR2A,7.94,5163,,12372510.0,,CHEMBL1134934,Bioorg. Med. Chem. Lett.,2002.0,7.94
ZINC000045367848,COc1ccccc1N1CCN(CCCN(CC2CCCCC2)S(=O)(=O)c2ccc3ccccc3c2)CC1,5HT2A_HUMAN,HTR2A,7.94,49591,,20096593.0,,CHEMBL1156889,Bioorg. Med. Chem.,2010.0,7.94
ZINC000064540135,O=C1NCc2ccc(OCCCCN3CCN(c4cccc5ccc(F)cc45)CC3)cc21,5HT2A_HUMAN,HTR2A,7.94,53091,,20801650.0,,CHEMBL1255556,Bioorg. Med. Chem. Lett.,2010.0,7.94
ZINC000000008760,O=C1Nc2cc(Cl)c(Cl)cc2N2CCNC[C@@H]12,5HT2A_HUMAN,HTR2A,7.93,72405,,23301527.0,,CHEMBL2331121,J. Med. Chem.,2013.0,7.93
ZINC000003966376,O=C1Nc2cc(Cl)c(Cl)cc2N2CCNC[C@H]12,5HT2A_HUMAN,HTR2A,7.93,72405,,23301527.0,,CHEMBL2331121,J. Med. Chem.,2013.0,7.93
ZINC000022941215,Nc1nc(SCCN2CCN(Cc3ccccc3Cl)CC2)nc(N)c1Cc1ccccc1Cl,5HT2A_HUMAN,HTR2A,7.93,5163,,12372510.0,,CHEMBL1134934,Bioorg. Med. Chem. Lett.,2002.0,7.93
ZINC000071318733,O=C1CCc2ccc(OCCCCN3CCN(c4ccc(F)c5ccccc45)CC3)nc2N1,5HT2A_HUMAN,HTR2A,7.93,57508,,21353774.0,,CHEMBL1773056,Bioorg. Med. Chem. Lett.,2011.0,7.93
ZINC000013488022,Nc1ccccc1C(=O)CCCN1CC[C@@H]2[C@H](C1)c1cccc3c1N2CCO3,5HT2A_HUMAN,HTR2A,7.92,6119,,12639577.0,,CHEMBL1144968,Bioorg. Med. Chem. Lett.,2003.0,7.92
ZINC000013535389,Cc1c2n(c3ccccc13)CCNCC2,5HT2A_HUMAN,HTR2A,7.92,5635,,12824036.0,,CHEMBL1136110,Bioorg. Med. Chem. Lett.,2003.0,7.92
ZINC000013586850,C[C@H](N)Cn1ccc2cc(F)c(F)cc21,5HT2A_HUMAN,HTR2A,7.0,51779,,20570529.0,10.1016/j.bmc.2010.05.017,CHEMBL1177649,Bioorg. Med. Chem.,2010.0,7.0
ZINC000049046658,Cn1nccc1-c1cc(NC(=O)c2cccc(C(F)(F)F)c2)ccc1OCCN1CCC(F)(F)C1,5HT2A_HUMAN,HTR2A,7.92,51334,,20455563.0,,CHEMBL1155506,J. Med. Chem.,2010.0,7.92
ZINC000071329708,O=C1CCc2ccc(OCCCCN3CCN(c4cccc(C(F)(F)F)c4Cl)CC3)nc2N1,5HT2A_HUMAN,HTR2A,7.92,57508,,21353774.0,,CHEMBL1773056,Bioorg. Med. Chem. Lett.,2011.0,7.92
ZINC000114599386,O=S(=O)(NCCCCN1CCN(c2nsc3ccccc23)CC1)c1ccc(Cl)c(Cl)c1,5HT2A_HUMAN,HTR2A,7.92,83796,,24805037.0,,CHEMBL3286108,J. Med. Chem.,2014.0,7.92
ZINC000114599692,O=S(=O)(NCCCN1CCN(c2nsc3ccccc23)CC1)c1cnc2ccccn12,5HT2A_HUMAN,HTR2A,7.92,83796,,24805037.0,,CHEMBL3286108,J. Med. Chem.,2014.0,7.92
ZINC000072105079,Cc1c(Cl)cccc1N1CCN(CCCNC(=O)c2nc(-c3ccccc3)n(-c3ccc(F)cc3)c2C)CC1,5HT2A_HUMAN,HTR2A,7.91,58879,,21823597.0,,CHEMBL1821711,J. Med. Chem.,2011.0,7.91
ZINC000101023300,O=C(CCCN1[C@H]2CC[C@H]1CC(O)(c1ccccc1)C2)c1ccc(F)cc1,5HT2A_HUMAN,HTR2A,7.91,43952,,18595716.0,,CHEMBL1155799,Bioorg. Med. Chem.,2008.0,7.91
ZINC000013473844,O=C(c1ccc(F)cc1)C1CCN(Cc2cccc(I)c2)CC1,5HT2A_HUMAN,HTR2A,7.9,16441,,12014970.0,,CHEMBL1135426,J. Med. Chem.,2002.0,7.9
ZINC000022941200,COc1ccc(Cc2c(N)nc(SCCN3CCN(Cc4ccc(C)cc4)CC3)nc2N)cc1,5HT2A_HUMAN,HTR2A,7.9,5163,,12372510.0,,CHEMBL1134934,Bioorg. Med. Chem. Lett.,2002.0,7.9
ZINC000043202519,CN(C)[C@@H]1CC[C@]2(Cc3ccccc3Cc3ccccc32)C1,5HT2A_HUMAN,HTR2A,7.9,53898,,20942472.0,,CHEMBL1275351,J. Med. Chem.,2010.0,7.9
ZINC000043202520,CN(C)[C@H]1CC[C@]2(Cc3ccccc3Cc3ccccc32)C1,5HT2A_HUMAN,HTR2A,7.9,53898,,20942472.0,,CHEMBL1275351,J. Med. Chem.,2010.0,7.9
ZINC000045385734,C[C@@H](CCN1CCN(c2ccccc2)CC1)NS(=O)(=O)c1ccc2ccccc2c1,5HT2A_HUMAN,HTR2A,7.9,49591,,20096593.0,,CHEMBL1156889,Bioorg. Med. Chem.,2010.0,7.9
ZINC000064448981,C[C@@]1(C(=O)O)CCN([C@@H]2CC[C@]3(Cc4ccccc4Cc4ccccc43)C2)C1,5HT2A_HUMAN,HTR2A,7.9,53898,,20942472.0,,CHEMBL1275351,J. Med. Chem.,2010.0,7.9
ZINC000064526900,Cc1c(OCCCN2CCN(c3cccc4cc(F)ccc34)CC2)ccc2c1C(=O)NC2,5HT2A_HUMAN,HTR2A,7.9,53091,,20801650.0,,CHEMBL1255556,Bioorg. Med. Chem. Lett.,2010.0,7.9
ZINC000253918618,C[C@@]1(C(=O)O)CCN([C@H]2CC[C@]3(Cc4ccccc4Cc4ccccc43)C2)C1,5HT2A_HUMAN,HTR2A,7.9,53898,,20942472.0,,CHEMBL1275351,J. Med. Chem.,2010.0,7.9
ZINC000253918621,C[C@]1(C(=O)O)CCN([C@H]2CC[C@]3(Cc4ccccc4Cc4ccccc43)C2)C1,5HT2A_HUMAN,HTR2A,7.9,53898,,20942472.0,,CHEMBL1275351,J. Med. Chem.,2010.0,7.9
ZINC000000009128,CCc1cc2c(ccc3cnn(C[C@H](C)N)c32)o1,5HT2A_HUMAN,HTR2A,7.89,39082,,18035544.0,,CHEMBL1143993,Bioorg. Med. Chem.,2008.0,7.89
ZINC000001714738,CN(C)CCCSc1ccccc1NC(=O)/C=C/c1ccccc1,5HT2A_HUMAN,HTR2A,7.89,42137,,18468904.0,,CHEMBL1150367,Bioorg. Med. Chem.,2008.0,7.89
ZINC000013525285,COc1cc(Br)c2c3c1C[C@H](N)C[C@@H]3CO2,5HT2A_HUMAN,HTR2A,7.89,14442,,9622555.0,,CHEMBL1131247,J. Med. Chem.,1998.0,7.89
ZINC000013611468,CN(C)C[C@@H]1C[C@@H]2c3ccccc3Sc3ccc(F)cc3[C@H]2O1,5HT2A_HUMAN,HTR2A,7.89,21559,,15771415.0,,CHEMBL1142715,J. Med. Chem.,2005.0,7.89
ZINC000013737387,COc1ccc(CNCCc2cc(OC)c(Br)cc2OC)cc1,5HT2A_HUMAN,HTR2A,7.89,12369,,8027974.0,,CHEMBL1127846,J. Med. Chem.,1994.0,7.89
ZINC000013737390,COc1ccc2[nH]cc(CCNCCCCc3ccccc3)c2c1,5HT2A_HUMAN,HTR2A,7.89,12369,,8027974.0,,CHEMBL1127846,J. Med. Chem.,1994.0,7.89
ZINC000027729185,CNCCCC1c2ccccc2Cc2ccccc21,5HT2A_HUMAN,HTR2A,7.89,4682,,11266163.0,,CHEMBL1134215,Bioorg. Med. Chem. Lett.,2001.0,7.89
ZINC000028523813,CN(C)C[C@@H]1C[C@H]2c3ccccc3Sc3ccc(F)cc3[C@H]2O1,5HT2A_HUMAN,HTR2A,7.89,21559,,15771415.0,,CHEMBL1142715,J. Med. Chem.,2005.0,7.89
ZINC000029126505,Fc1ccc(Cc2nc3c(c(-c4ccc(F)cc4)n2)CNCC3)cc1,5HT2A_HUMAN,HTR2A,7.89,38413,,18282705.0,,CHEMBL1141597,Bioorg. Med. Chem. Lett.,2008.0,7.89
ZINC000029126729,Fc1ccc(-c2nc(C3CCCC3)nc3c2CCNCC3)cc1,5HT2A_HUMAN,HTR2A,7.89,38413,,18282705.0,,CHEMBL1141597,Bioorg. Med. Chem. Lett.,2008.0,7.89
ZINC000049111167,COc1cc(OC2CCC(C)(C)CC2)c(F)cc1CNC(=O)[C@@H]1CCCN1,5HT2A_HUMAN,HTR2A,7.89,50648,,20202843.0,,CHEMBL1156305,Bioorg. Med. Chem. Lett.,2010.0,7.89
ZINC000064549009,O=C1NCc2cc(F)c(OCCCCN3CCN(c4cccc5ccccc45)CC3)cc21,5HT2A_HUMAN,HTR2A,7.89,53091,,20801650.0,,CHEMBL1255556,Bioorg. Med. Chem. Lett.,2010.0,7.89
ZINC000072104650,COc1ccc(-n2c(-c3ccccc3)nc(C(=O)NCCCN3CCN(c4cccc(Cl)c4Cl)CC3)c2C)cc1,5HT2A_HUMAN,HTR2A,7.89,58879,,21823597.0,,CHEMBL1821711,J. Med. Chem.,2011.0,7.89
ZINC000072105296,COc1ccccc1-n1c(C)nc(C(=O)NCCCN2CCN(c3cccc(Cl)c3C)CC2)c1C,5HT2A_HUMAN,HTR2A,7.89,58879,,21823597.0,,CHEMBL1821711,J. Med. Chem.,2011.0,7.89
ZINC000095586109,Cc1ccc2c(c1Cl)C(=O)N[C@H]1CNC[C@H]21,5HT2A_HUMAN,HTR2A,7.89,72339,,23177783.0,,CHEMBL2331262,Bioorg. Med. Chem. Lett.,2013.0,7.89
ZINC000114599467,O=S(=O)(NCCCN1CCN(c2nsc3ccccc23)CC1)c1ccc2cc(Cl)ccc2c1,5HT2A_HUMAN,HTR2A,7.89,83796,,24805037.0,,CHEMBL3286108,J. Med. Chem.,2014.0,7.89
ZINC000114599943,O=S(=O)(NCCCCN1CCN(c2noc3ccccc23)CC1)c1cnc2ccccn12,5HT2A_HUMAN,HTR2A,7.89,83796,,24805037.0,,CHEMBL3286108,J. Med. Chem.,2014.0,7.89
ZINC000004634575,CNC[C@H]1C[C@@H]2c3ccccc3Cc3ccccc3N2O1,5HT2A_HUMAN,HTR2A,7.88,5104,,11755364.0,,CHEMBL1135380,Bioorg. Med. Chem. Lett.,2002.0,7.88
ZINC000013436892,CNC[C@H]1C[C@H]2c3ccccc3Cc3ccccc3N2O1,5HT2A_HUMAN,HTR2A,7.88,5104,,11755364.0,,CHEMBL1135380,Bioorg. Med. Chem. Lett.,2002.0,7.88
ZINC000013436895,CNC[C@@H]1C[C@@H]2c3ccccc3Cc3ccccc3N2O1,5HT2A_HUMAN,HTR2A,7.88,5104,,11755364.0,,CHEMBL1135380,Bioorg. Med. Chem. Lett.,2002.0,7.88
ZINC000013473857,O[C@H](c1ccc(F)cc1)C1CCN(CCc2cccc(I)c2)CC1,5HT2A_HUMAN,HTR2A,7.88,16441,,12014970.0,,CHEMBL1135426,J. Med. Chem.,2002.0,7.88
ZINC000013473858,O[C@@H](c1ccc(F)cc1)C1CCN(CCc2cccc(I)c2)CC1,5HT2A_HUMAN,HTR2A,7.88,16441,,12014970.0,,CHEMBL1135426,J. Med. Chem.,2002.0,7.88
ZINC000045371167,O=S(=O)(c1ccc(F)cc1)N(CCCN1CCN(c2ccccc2)CC1)CC1CCCCC1,5HT2A_HUMAN,HTR2A,7.88,49591,,20096593.0,,CHEMBL1156889,Bioorg. Med. Chem.,2010.0,7.88
