Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,relation_clean,pKi_numeric
CHEMBL3981237,,,474.05,1.0,5.29,BDBM180739,O=C(CC1CCCO1)N[C@H]1CC[C@H](CCN2CCC(c3noc4cc(Cl)ccc34)CC2)CC1,Ki,'=',13.0,nM,7.89,,327326,UO_0000065,16.64,0.33,2.6,11.67,0,CHEMBL3887260,"Radioligand Binding Assay: Aliquots of membrane preparations were thawed at RT, resuspended in assay buffer (D2, D3: 50 mM Tris-HCl, 120 mM NaCl, 5 mM MgCl2, 1 mM EDTA, 5 mM KCl, 1.5 mM CaCl2, pH=7.4; 5-HT2A: 50 mM Tris-HCl, 10 mM MgCl2, 1 mM EGTA, pH=7.4), homogenized with a Polytron for 20-30 sec at 12,000 rpm and adjusted to a final concentration of approximately 7.5 ug protein/well (D2, D3) and 15 ug protein/well (5-HT2A), respectively.The binding affinity (Ki) of the compounds was determined using radioligand binding. Membranes were incubated in a total volume of 200 ul with a fixed concentration of radioligand (final concentration approximately 0.7 nM [3H]-spiperone for D2, 0.5 nM [3H]-spiperone for D3, and 1.1 nM [3H]-ketanserin for 5-HT2A) and ten concentrations of test compound in ranging between 10 uM-0.1 nM for 1 h at RT. At the end of the incubation, the reaction mixtures were filtered on to unifilter 96-well white microplates with bonded GF/C filters.",B,BAO_0000019,assay format,Homo sapiens,,,,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3886245,37,BindingDB Database,,2014.0,,,=,7.89
CHEMBL716,QUETIAPINE,4.0,383.52,0.0,2.86,QUETIAPINE,OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,Ki,'=',33.6,nM,7.47,,,UO_0000065,19.49,0.38,4.61,15.47,0,CHEMBL1909211,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT2A radioligand binding (ligand: [3H] Ketanserin),B,BAO_0000249,cell membrane format,,,,CHO-K1,Membrane,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3307512,,=,7.47
CHEMBL4061189,,,356.45,0.0,2.49,6a,CN(C)CC1=CC2=CN(S(=O)(=O)c3ccccc3)C3=CC=CC(O1)C23,Ki,'=',65.0,nM,7.19,,,UO_0000065,20.16,0.39,4.7,14.42,0,CHEMBL3997506,Binding affinity to 5HT2A receptor (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3994665,1,Scientific Literature,ACS Med Chem Lett,2017.0,,,=,7.19
CHEMBL1371937,PANTHENOL,3.0,205.25,0.0,-1.14,PANTHENOL,CC(C)(CO)C(O)C(=O)NCCCO,Ki,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,0,CHEMBL1909211,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT2A radioligand binding (ligand: [3H] Ketanserin),B,BAO_0000249,cell membrane format,,,,CHO-K1,Membrane,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3307512,,,
CHEMBL2203406,,,478.66,0.0,4.16,CJ-1639,CCCN(CC[C@]1(O)C[C@H](NC(=O)c2ccc3ccccc3c2)C1)[C@H]1CCc2nc(N)sc2C1,Ki,'=',2841.0,nM,5.55,,,UO_0000065,,,,,0,CHEMBL4406604,Displacement of [3H]-Ketanserin from 5HT2A receptor (unknown origin) measured after 90 mins by microbeta scintillation counting method,A,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4402608,1,Scientific Literature,J Med Chem,2020.0,,,=,5.55
CHEMBL147434,,,202.26,0.0,1.99,1c,COc1ccc2[nH]cc(C3CC3N)c2c1,Ki,'=',30.9,nM,7.51,,,UO_0000065,37.13,0.68,5.52,14.71,0,CHEMBL617074,Binding affinity against the cloned human 5-hydroxytryptamine 2A receptor using [125I]DOI as the radioligand,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1131336,1,Scientific Literature,J Med Chem,1998.0,,,=,7.51
CHEMBL3971383,,,427.83,1.0,5.98,1g,Cl.Clc1ccc2sc(CCCCN3CCc4c(Cl)cccc4C3)nc2c1,Ki,'=',483.0,nM,6.32,,,UO_0000065,16.14,0.35,0.34,39.16,0,CHEMBL3863660,Displacement of [3H]-ketanserin from human 5-HT2A receptor by liquid scintillation counting method,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3862017,1,Scientific Literature,Bioorg Med Chem,2016.0,,,=,6.32
CHEMBL4639115,,,204.27,0.0,1.16,7g,COc1ccc2c3c1CCN3CCNC2,Ki,'>',10000.0,nM,,,,UO_0000065,,,,,0,CHEMBL4617358,"Displacement of [125I]-1,4-Iodanyl-2,5-dimethoxyphenyl)propan-2amine from 5HT2A receptor (unknown origin)",B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4616608,1,Scientific Literature,Bioorg Med Chem Lett,2020.0,,,>,
CHEMBL4639054,,,230.35,0.0,2.35,7k,CC(C)Cc1ccc2c3c1CCN3CCNC2,Ki,,,,,,Not Determined,,,,,,0,CHEMBL4617358,"Displacement of [125I]-1,4-Iodanyl-2,5-dimethoxyphenyl)propan-2amine from 5HT2A receptor (unknown origin)",B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4616608,1,Scientific Literature,Bioorg Med Chem Lett,2020.0,,,,
CHEMBL4213176,,,479.53,0.0,2.13,(+/-)-5j,CCOC(=O)[C@@H]1CN(CCn2c(=O)[nH]c3ccccc3c2=O)CC[C@@H]1c1cccc2c1OCCO2,Ki,'>',10000.0,nM,,,,UO_0000065,,,,,0,CHEMBL4202147,Displacement of [125I]DOI from human 5HT2A receptor expressed in HEK293 cell membranes,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4196220,1,Scientific Literature,J Med Chem,2018.0,,,>,
CHEMBL3590082,,,414.5,1.0,5.42,6,CCCN(CCCCNC(=O)/N=N/c1ccc(F)c(F)c1)C1Cc2ccccc2C1,Ki,,,,,,Not Determined,,,,,,0,CHEMBL3590821,Displacement of [3H]ketanserin from human 5HT2A receptor expressed in HEK293 cell membranes,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3588764,1,Scientific Literature,Bioorg Med Chem,2015.0,CHEMBL3307715,,,
CHEMBL39,SEROTONIN,3.0,176.22,0.0,1.37,Serotonin,NCCc1c[nH]c2ccc(O)cc12,Ki,'=',690.0,nM,6.16,,,UO_0000065,34.96,0.65,4.79,9.93,0,CHEMBL979351,Displacement of [N-methyl-3H]LSD from human 5HT2A receptor expressed in HEK293 cells,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1158075,1,Scientific Literature,J Nat Prod,2006.0,CHEMBL3307715,,=,6.16
CHEMBL2022272,,,418.93,0.0,4.78,5,Clc1ccc2c(c1)N=C(N1CCN(CCc3ccccc3)CC1)c1cccnc1O2,Ki,'=',180.0,nM,6.75,,,UO_0000065,16.1,0.31,1.96,16.47,0,CHEMBL2026265,Displacement of [3H]ketanserin from human recombinant 5HT2A receptor expressed in CHO cells after 60 mins by liquid scintillation counting,B,BAO_0000219,cell-based format,Homo sapiens,,,CHO,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL2021876,1,Scientific Literature,J Med Chem,2012.0,CHEMBL3308072,,=,6.75
CHEMBL3958215,,,309.38,0.0,3.63,3h,O=C1c2ccc(F)cc2CC1CCN1CCc2ccccc2C1,Ki,'=',1202.26,nM,5.92,,,UO_0000065,19.14,0.35,2.29,29.15,0,CHEMBL3863660,Displacement of [3H]-ketanserin from human 5-HT2A receptor by liquid scintillation counting method,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3862017,1,Scientific Literature,Bioorg Med Chem,2016.0,,,=,5.92
CHEMBL1626,CLEMASTINE,4.0,343.9,1.0,5.1,CLEMASTINE,CN1CCC[C@@H]1CCO[C@](C)(c1ccccc1)c1ccc(Cl)cc1,Ki,'=',9.196,nM,8.04,,,UO_0000065,23.37,0.46,2.94,64.45,0,CHEMBL1909211,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT2A radioligand binding (ligand: [3H] Ketanserin),B,BAO_0000249,cell membrane format,,,,CHO-K1,Membrane,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3307512,,=,8.04
CHEMBL2037524,,,399.95,0.0,4.73,13,O=C(CCCN1CCN(c2ccc(Cl)cc2)CC1)c1nc2ccccc2s1,Ki,'=',1996.0,nM,5.7,,,UO_0000065,14.25,0.29,0.97,15.64,0,CHEMBL2037808,Displacement of [3H]Ketanserin from human 5HT2A receptor by liquid scintillation counting,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL2034919,1,Scientific Literature,Eur J Med Chem,2012.0,,,=,5.7
CHEMBL6557,PNU-22394,,200.28,0.0,1.87,2 PNU-22394,Cn1c2c(c3ccccc31)CCNCC2,Ki,'=',19.0,nM,7.72,,,UO_0000065,38.55,0.7,5.85,45.53,0,CHEMBL617078,Binding affinity against 5-hydroxytryptamine 2A receptor using [125I]DOI radioligand.,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1136110,1,Scientific Literature,Bioorg Med Chem Lett,2003.0,,,=,7.72
CHEMBL310090,,,282.26,0.0,2.53,11f,O=C(c1c2n(c3ccccc13)CCNCC2)C(F)(F)F,Ki,'=',40.0,nM,7.4,,,UO_0000065,26.21,0.51,4.87,21.74,0,CHEMBL617078,Binding affinity against 5-hydroxytryptamine 2A receptor using [125I]DOI radioligand.,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1136110,1,Scientific Literature,Bioorg Med Chem Lett,2003.0,,,=,7.4
CHEMBL97637,,,444.56,0.0,4.11,6d,O=S(=O)(Nc1ccc2nccc(N3CCNCC3)c2c1)c1ccc(-c2ccccc2)cc1,Ki,'=',501.19,nM,6.3,,,UO_0000065,14.17,0.27,2.19,8.48,0,CHEMBL617253,Binding affinity to human cloned 5-hydroxytryptamine 2A receptor in HEK 293 cells using [3H]- ketanserin as radioligand,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1134724,1,Scientific Literature,Bioorg Med Chem Lett,2001.0,CHEMBL3307715,,=,6.3
CHEMBL3818056,,,295.38,0.0,3.41,15,O=C(CCCN1CCc2ccccc2C1)c1ccc(O)cc1,Ki,'=',851.0,nM,6.07,,,UO_0000065,20.55,0.38,2.66,14.97,0,CHEMBL3821448,Displacement of [3H]Ketanserin from human 5-HT2A receptor expressed in cell membranes after 1 hr by liquid scintillation counting,B,BAO_0000219,cell-based format,Homo sapiens,,,,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3817758,1,Scientific Literature,Bioorg Med Chem,2016.0,,,=,6.07
CHEMBL542806,,,470.19,0.0,0.94,Ro-046790,Br.Br.CNc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(NC)n1,Ki,'<',10000.0,nM,,,,UO_0000065,,,,,0,CHEMBL616882,Binding constant towards serotonin receptor subtype 5-hydroxytryptamine 2A receptor expressed in 3T3 cells using [3H]5-HT as radioligand,B,BAO_0000219,cell-based format,,,,NIH3T3,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1136747,1,Scientific Literature,J Med Chem,2003.0,CHEMBL3307716,,<,
CHEMBL479,THIORIDAZINE,4.0,370.59,1.0,5.89,Tz,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,Ki,'=',84.0,nM,7.08,,,UO_0000065,,,,,0,CHEMBL4771177,Displacement of [3H]-Ketanserin from human 5HT2A receptor expressed in CHO-K1 cells,A,BAO_0000219,cell-based format,Homo sapiens,,,CHO-K1,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4765353,1,Scientific Literature,Eur J Med Chem,2020.0,,,=,7.08
CHEMBL3577342,,,551.73,1.0,4.63,(R)-2,C#CC1=CC[C@@H](N(CCC)CCCCNC(=O)c2ccc(OCCCc3cn(CCCC)nn3)c(OC)c2)CO1,Ki,'=',8000.0,nM,5.1,,,UO_0000065,9.24,0.17,0.47,5.62,0,CHEMBL3578859,Displacement of [3H]ketanserin from human 5-HT2A receptor transfected in HEK293 cells by scintillation counting analysis,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3576771,1,Scientific Literature,J Med Chem,2015.0,CHEMBL3307715,,=,5.1
CHEMBL2164327,,,283.42,0.0,3.12,3; AS-19,Cc1nn(C)c(C)c1-c1cccc2c1CC[C@H](N(C)C)C2,Ki,,,,,,Not Determined,,,,,,0,CHEMBL4369140,Displacement of [3H]ketanserin from recombinant human 5-HT2A receptor after 60 mins by scintillation counting analysis,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4368858,1,Scientific Literature,Medchemcomm,2018.0,,,,
CHEMBL77880,,,218.3,0.0,1.33,57 (VER-5384),C[C@H](N)CN1CCc2ccc3c(c21)CCO3,Ki,'=',112.0,nM,6.95,,,UO_0000065,31.84,0.59,5.62,18.06,0,CHEMBL617077,Affinity for human 5-hydroxytryptamine 2A receptor expressed in mammalian cell line,B,BAO_0000019,assay format,Homo sapiens,,,,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1148243,1,Scientific Literature,Bioorg Med Chem Lett,2004.0,,,=,6.95
CHEMBL3697985,,,429.56,0.0,2.52,BDBM121488,O=C(N[C@H]1CC[C@H](CCN2CCN(c3cccc4c3OCO4)CC2)CC1)C1(O)CCC1,Ki,'=',5.98,nM,8.22,,249977,UO_0000065,19.14,0.36,5.7,11.07,0,CHEMBL3707798,"Radioligand Binding Assay: Aliquots of membrane preparations were thawed at RT, resupended in assay buffer (D2, D3: 50 mM Tris-HCl, 120 mM NaCl, 5 mM MgCl2, 1 mM EDTA, 5 mM KCl, 1.5 mM CaCl2, pH=7.4; 5-HT2A: 50 mM Tris-HCl, 10 mM MgCl2, 1 mM EGTA, pH=7.4), homogenized with a Polytron for 20-30 sec at 12.000 rpm and adjusted to a final concentration of approximately 7.5 μg protein/well (D2, D3) and 15 μg protein/well (5-HT2A), respectively. The binding affinity (Ki) of the compounds was determined using radioligand binding. Membranes were incubated in a total volume of 200 μl with a fixed concentration of radioligand (final concentration approximately 0.7 nM [3H]-spiperone for D2, 0.5 nM [3H]-spiperone for D3, and 1.1 nM [3H]-ketanserin for 5-HT2A) and ten concentrations of test compound in ranging between 10 μM-0.1 nM for 1 h at RT.",B,BAO_0000019,assay format,Homo sapiens,,,,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3639169,37,BindingDB Database,,2014.0,,,=,8.22
CHEMBL394755,,,345.47,1.0,5.84,4,O=C(CCCc1ccccc1)N1c2ccccc2Sc2ccccc21,Ki,'=',1600.0,nM,5.8,,,UO_0000065,16.78,0.32,-0.04,28.54,0,CHEMBL2404448,Antagonist activity at serotonin 5HT2A receptor (unknown origin) by PDSP assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL2401658,1,Scientific Literature,Bioorg Med Chem Lett,2013.0,,,=,5.8
CHEMBL91122,,,334.46,0.0,4.49,19,COC[C@H]1CCCN1CCc1c(-c2ccccc2)[nH]c2ccccc12,Ki,'=',3000.0,nM,5.52,,,UO_0000065,16.51,0.3,1.03,19.54,0,CHEMBL617061,Displacement of [3H]ketanserin from CHO cells expressing human 5-hydroxytryptamine 2A receptor.,B,BAO_0000219,cell-based format,,,,CHO,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1132836,1,Scientific Literature,Bioorg Med Chem Lett,2000.0,CHEMBL3308072,,=,5.52
CHEMBL4469847,,,254.29,0.0,2.15,7; AH-494,CCn1cncc1-c1c[nH]c2ccc(C(N)=O)cc12,Ki,'>',10000.0,nM,,,,UO_0000065,,,,,1,CHEMBL4369111,Displacement of [3H]-ketanserin from recombinant human 5HT2A receptor expressed in CHOK1 cells measured after 1 hr by microbeta counting method,B,BAO_0000219,cell-based format,Homo sapiens,,,,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4368858,1,Scientific Literature,Medchemcomm,2018.0,,,>,
CHEMBL234531,,,450.91,0.0,4.9,27,COc1ccc(N2Cc3c(F)c(F)cc(Cl)c3C2=O)cc1OCCN1CCC(C)CC1,Ki,'=',501.19,nM,6.3,,,UO_0000065,13.97,0.28,1.4,15.0,0,CHEMBL889869,Displacement of [3H]ketanserin from 5HT2A receptor expressed in HEK293 cells,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1146272,1,Scientific Literature,Bioorg Med Chem Lett,2007.0,CHEMBL3307715,,=,6.3
CHEMBL397473,,,407.56,0.0,4.77,35,COc1ccc(N2Cc3cc(C)cc(C)c3C2=N)cc1OCCN1CCC(C)CC1,Ki,'<',3981.07,nM,,,,UO_0000065,,,,,0,CHEMBL889869,Displacement of [3H]ketanserin from 5HT2A receptor expressed in HEK293 cells,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1146272,1,Scientific Literature,Bioorg Med Chem Lett,2007.0,CHEMBL3307715,,<,
CHEMBL3609161,,,475.33,0.0,3.09,5e,OCCN1CCN(c2nc(Nc3ccc(I)cc3)c3ccccc3n2)CC1,Ki,'=',383.02,nM,6.42,,,UO_0000065,13.5,0.32,3.33,9.95,0,CHEMBL3610644,Displacement of [3H]ketanserin hydrochloride from 5-HT2A receptor (unknown origin) expressed in HEK293 cell membranes incubated for 15 mins by liquid scintillation spectrometry,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3608303,1,Scientific Literature,Bioorg Med Chem Lett,2015.0,CHEMBL3307715,,=,6.42
CHEMBL1200604,TROPICAMIDE,4.0,284.36,0.0,2.21,TROPICAMIDE,CCN(Cc1ccncc1)C(=O)C(CO)c1ccccc1,Ki,,,,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,0,CHEMBL1909211,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT2A radioligand binding (ligand: [3H] Ketanserin),B,BAO_0000249,cell membrane format,,,,CHO-K1,Membrane,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3307512,,,
CHEMBL301265,PRAMIPEXOLE,4.0,211.33,0.0,1.58,Pramipexole,CCCN[C@H]1CCc2nc(N)sc2C1,Ki,,,,,,Not Active,,,,,,0,CHEMBL4406604,Displacement of [3H]-Ketanserin from 5HT2A receptor (unknown origin) measured after 90 mins by microbeta scintillation counting method,A,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4402608,1,Scientific Literature,J Med Chem,2020.0,,,,
CHEMBL122270,LOBELINE,2.0,337.46,0.0,4.24,Lobeline,CN1[C@@H](CC(=O)c2ccccc2)CCC[C@H]1C[C@H](O)c1ccccc1,Ki,'=',7400.0,nM,5.13,,,UO_0000065,15.2,0.28,0.89,12.66,0,CHEMBL4202147,Displacement of [125I]DOI from human 5HT2A receptor expressed in HEK293 cell membranes,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4196220,1,Scientific Literature,J Med Chem,2018.0,,,=,5.13
CHEMBL1336,SORAFENIB,4.0,464.83,1.0,5.55,Sorafenib,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,Ki,'=',1959.0,nM,5.71,,,UO_0000065,12.28,0.24,0.16,6.18,0,CHEMBL2167850,Displacement of [3H]Ketanserin from 5HT2A receptor after 1.5 hrs by scintillation counter,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL2163296,1,Scientific Literature,J Med Chem,2012.0,,,=,5.71
CHEMBL1086075,,,458.92,0.0,3.84,10g,Cn1ncc(Cl)c1-c1cc(NC(=O)c2cccc(F)c2)ccc1OCCN1CCOCC1,Ki,'=',0.6,nM,9.22,,,UO_0000065,20.09,0.39,5.38,13.44,0,CHEMBL1118328,Displacement of [125I]DOI from human recombinant 5HT2A receptor expressed in HEK293 cells by scintillation counting,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1155506,1,Scientific Literature,J Med Chem,2010.0,CHEMBL3307715,,=,9.22
CHEMBL1083416,,,399.42,0.0,4.07,6b,NC(=O)c1ccccc1S(=O)(=O)c1ccc(/C=C/c2ccc(F)cc2F)cc1,Ki,'=',0.65,nM,9.19,,,UO_0000065,23.0,0.45,5.12,11.9,0,CHEMBL1120466,Displacement of [3H]- ketanserin from human 5HT2A receptor expressed CHO cells,B,BAO_0000219,cell-based format,Homo sapiens,,,CHO,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1158627,1,Scientific Literature,Bioorg Med Chem Lett,2010.0,CHEMBL3308072,,=,9.19
CHEMBL155388,,,425.5,0.0,4.18,(+/-)-9c,COc1cc2c(cc1OC)C(=O)CC(CN1CCC(C(=O)c3ccc(F)cc3)CC1)C2,Ki,'=',6.026,nM,8.22,,,UO_0000065,19.32,0.36,4.04,14.72,0,CHEMBL617352,Binding affinity towards serotonin 5-hydroxytryptamine 2A receptor,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1149215,1,Scientific Literature,Bioorg Med Chem Lett,2004.0,,,=,8.22
CHEMBL3915600,,,488.07,1.0,5.68,BDBM180733,O=C(CC1CCCCO1)N[C@H]1CC[C@H](CCN2CCC(c3noc4cc(Cl)ccc34)CC2)CC1,Ki,'=',5.829,nM,8.23,,327320,UO_0000065,16.87,0.33,2.55,12.18,0,CHEMBL3887260,"Radioligand Binding Assay: Aliquots of membrane preparations were thawed at RT, resuspended in assay buffer (D2, D3: 50 mM Tris-HCl, 120 mM NaCl, 5 mM MgCl2, 1 mM EDTA, 5 mM KCl, 1.5 mM CaCl2, pH=7.4; 5-HT2A: 50 mM Tris-HCl, 10 mM MgCl2, 1 mM EGTA, pH=7.4), homogenized with a Polytron for 20-30 sec at 12,000 rpm and adjusted to a final concentration of approximately 7.5 ug protein/well (D2, D3) and 15 ug protein/well (5-HT2A), respectively.The binding affinity (Ki) of the compounds was determined using radioligand binding. Membranes were incubated in a total volume of 200 ul with a fixed concentration of radioligand (final concentration approximately 0.7 nM [3H]-spiperone for D2, 0.5 nM [3H]-spiperone for D3, and 1.1 nM [3H]-ketanserin for 5-HT2A) and ten concentrations of test compound in ranging between 10 uM-0.1 nM for 1 h at RT. At the end of the incubation, the reaction mixtures were filtered on to unifilter 96-well white microplates with bonded GF/C filters.",B,BAO_0000019,assay format,Homo sapiens,,,,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3886245,37,BindingDB Database,,2014.0,,,=,8.23
CHEMBL3970299,,,393.38,1.0,5.33,1f,Cl.Clc1ccc2sc(CCCCN3CCc4ccccc4C3)nc2c1,Ki,'=',702.0,nM,6.15,,,UO_0000065,17.24,0.35,0.82,38.15,0,CHEMBL3863660,Displacement of [3H]-ketanserin from human 5-HT2A receptor by liquid scintillation counting method,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3862017,1,Scientific Literature,Bioorg Med Chem,2016.0,,,=,6.15
CHEMBL4476784,,,379.46,0.0,3.01,20; ML417,COc1ccc(OCCN2CCN(C(=O)c3cc4ccccc4[nH]3)CC2)cc1,Ki,,,,,,Not Active,,,,,,0,CHEMBL4406604,Displacement of [3H]-Ketanserin from 5HT2A receptor (unknown origin) measured after 90 mins by microbeta scintillation counting method,A,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL224,Serotonin 2a (5-HT2a) receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4402608,1,Scientific Literature,J Med Chem,2020.0,,,,
